50609	0	34443	5934	321	2835	8721	8	25447	49467	132	367	27	17211	47	5009	10558	940	5928	40930	7	235557	4576	19587	508	27873	3344	459	3717	69	39933	24997	4087	14	4871	13054	903	7723	5001	21244	496	5226	661	449	54488	10230	2156	1666	184579	524	1764	42727	44	0	173042	1889	1	1391	

41	169	0	0	5995	
20	0	21	

0	0	2	0	0	
0	2	0	0	0	
0	0	0	0	0	
0	5	0	0	2	
0	27	0	0	0	
1	1	0	1	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	1	0	
0	5	0	0	0	
0	0	0	

0	45	9	5	1	
0	2	0	43	70	
3	2	0	44	0	
18	2	4	8	14	
1	74	6	4	0	
8	0	0	1	0	
61	3	0	0	3	
1	0	2	2	3	
1	31	1	0	962	
3	319	1	299	0	
7	8	0	0	2904	
31	0	3	

0	26	111	40	0	
5	276	0	195	285	
0	0	0	245	0	
11	1256	4	31	460	
0	3395	15	13	1	
123	25	1	21	0	
248	5	19	0	18	
3	0	31	44	79	
4	103	0	0	382	
2	0	0	1302	10	
2	536	0	0	1228	
1	0	2	

0	1	26	11	1	
0	6	0	15	154	
0	3	0	1	0	
22	0	0	10	5	
0	39	1	1	0	
0	0	1	1	0	
95	0	1	0	1	
0	2	3	10	15	
0	2	0	0	81	
0	0	0	304	1	
1	2	0	0	120	
2	0	2	

0	40	65	21	1	
1	3	0	154	186	
0	1	0	95	0	
11	15	0	26	54	
0	592	14	14	0	
16	1	0	1	0	
96	0	6	0	7	
9	2	16	8	12	
0	61	1	1	883	
3	85	1	533	4	
7	172	0	0	2687	
23	0	0	

0	296	1247	18	12	
50	141	1	115	324	
0	1	0	235	1	
59	79	5	66	2581	
0	6941	300	22	5	
222	0	6	54	1	
216	21938	1	0	12	
12	5	7	27	70	
13	9	0	0	493	
1	16	0	1875	1	
27	375	0	0	3009	
11	0	30	

0	0	1	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	2	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	4	0	
0	0	0	0	0	
0	0	0	

0	1597	4074	1349	38	
447	1074	2	8464	12578	
40	61	1	7874	3	
831	1171	819	812	4145	
0	42419	676	5516	25	
914	102	39	166	13	
6327	57	180	1	523	
148	31	327	416	1411	
31	2166	0	1	18879	
2	121	2	34615	154	
245	12548	22	0	61488	
326	0	286	

0	49	85	12	12	
0	9	0	65	190	
3	2	0	83	0	
9	23	3	15	95	
0	544	52	15	0	
140	49	0	10	1	
146	3	3	0	12	
15	1	2	1	85	
3	38	0	0	192	
0	0	0	806	2	
14	41	0	0	1727	
14	0	5	

0	838	111	66	0	
0	57	0	454	874	
1	7	0	39	0	
57	7	3	45	239	
0	2024	34	440	0	
114	9	1	1	1	
1170	1	19	0	14	
21	1	30	49	622	
1	431	1	0	638	
0	0	0	3826	7	
370	38	0	0	6906	
9	0	11	

0	1	1	0	0	
0	11	0	1	5	
0	0	0	0	0	
0	2	0	0	2	
0	389	4	16	1	
1	0	0	3	0	
3	0	0	0	1	
1	0	0	0	1	
0	0	0	0	14	
0	0	0	18	0	
0	0	0	0	31	
0	0	2	

0	79	293	103	2	
28	247	0	506	725	
0	3	0	459	0	
33	567	0	128	842	
0	10451	68	98	2	
1681	122	6	584	0	
581	9	44	0	88	
5	3	87	234	1574	
6	351	0	0	1633	
0	0	0	2916	7	
14	549	0	0	2725	
9	0	11	

0	3	16	9	0	
8	176	0	70	82	
0	0	0	27	0	
3	96	0	8	38	
0	823	9	7	0	
813	19	0	0	0	
149	0	11	0	3	
0	0	10	3	48	
0	19	0	0	115	
0	0	0	388	0	
1	71	0	0	319	
0	0	0	

0	0	7	1	0	
0	5	0	3	7	
0	0	0	4	0	
1	0	20	0	10	
0	169	2	1	0	
0	0	0	2	0	
6	6	0	0	0	
0	0	1	1	0	
0	4	0	0	23	
0	0	0	19	0	
0	16	0	0	151	
0	0	0	

0	8	34	5	0	
1	33	0	39	35	
0	1	0	25	1	
4	28	4	10	49	
0	1902	5	3	0	
28	8	13	20	0	
25	2	1	0	0	
0	0	8	8	11	
0	35	0	0	99	
0	0	0	154	1	
3	73	0	0	1039	
0	0	2	

0	1	2	0	0	
0	0	0	0	2	
0	0	1	0	0	
0	0	0	0	4	
0	7	0	0	0	
0	0	0	0	2	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	10	
0	7	1	14	0	
0	1	0	0	17	
0	0	0	

0	4	1322	179	3	
42	552	0	9	738	
1	0	0	405	2	
145	1060	0	302	2070	
1	11533	112	771	66	
4310	716	29	215	3	
460	24	507	3	457	
1766	57	1246	1080	2781	
41	15	0	0	2	
9	0	1	5246	10	
32	877	0	0	678	
0	0	51	

0	95	1342	49	7	
70	407	1	127	618	
0	1	0	1208	2	
111	274	0	150	712	
0	8354	81	45	4	
214	15	13	71	0	
365	18	26	0	17	
45	31	14	62	114	
8	46	0	0	1124	
3	26	0	2204	5	
16	889	0	0	5902	
47	0	64	

0	0	202	9	2	
19	48	0	6	137	
0	0	0	5	1	
33	81	0	24	78	
0	2350	3	4	0	
29	1	1	7	1	
86	33	4	0	1	
15	1	5	6	25	
0	1	0	0	17	
0	0	0	349	0	
3	362	0	0	129	
2	0	7	

0	0	0	0	0	
0	0	0	0	1	
0	0	0	0	0	
0	0	0	0	0	
0	1	2	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	3	0	0	0	
0	0	0	3	0	
0	0	0	0	4	
0	0	0	

0	6	48	26	0	
1	43	0	31	300	
2	0	0	39	0	
21	26	0	34	122	
0	1318	469	4	0	
602	3	1	4	0	
173	1	5	0	25	
1	0	29	15	63	
0	24	0	0	319	
0	0	0	684	4	
0	87	0	0	336	
3	0	2	

0	12	313	128	8	
5	53	0	193	2001	
0	27	0	86	0	
119	5	1	77	177	
0	936	22	2	2	
41	1	1	8	2	
1123	0	68	1	6	
83	8	70	117	159	
1	102	0	0	1658	
1	0	0	4744	9	
21	112	0	0	499	
23	0	29	

0	5	44	0	2	
8	0	0	4	89	
0	0	0	0	0	
1	1	0	6	22	
0	212	8	1	0	
3	0	0	0	0	
10	27	2	0	0	
4	2	1	4	1	
0	2	0	0	44	
0	0	1	172	0	
2	25	0	0	176	
23	0	1	

0	0	153	21	1	
5	30	0	57	470	
0	3	0	51	0	
40	20	1	33	1367	
0	1873	33	3	1	
15	0	0	4	0	
162	1749	38	0	12	
21	1	3	10	16	
1	9	0	0	24	
0	0	0	1124	1	
6	116	0	0	223	
5	0	21	

0	11	85	17	0	
5	44	0	39	307	
1	1	1	24	1	
28	24	0	31	253	
0	1249	16	3	0	
45	0	1	7	4	
84	6	10	0	8	
5	2	14	19	13	
2	17	0	0	548	
0	0	0	1149	5	
4	150	0	0	746	
6	0	16	

0	90	206	99	3	
3	33	0	110	1116	
0	3	0	959	0	
28	101	0	51	511	
0	2869	244	68	7	
332	17	5	25	0	
1430	7	43	0	99	
149	2	55	45	4635	
127	84	0	0	1052	
0	0	0	2940	3	
13	225	2	0	3431	
10	0	12	

0	7	2	2	0	
0	0	0	2	46	
0	0	0	5	0	
1	1	0	5	7	
0	27	5	2	0	
2	0	0	1	0	
43	1	0	0	0	
0	0	0	0	17	
34	6	0	0	21	
0	0	0	99	0	
7	3	8	0	139	
2	0	1	

0	6	216	7	8	
22	55	0	7	128	
1	0	0	6	1	
12	18	0	16	387	
0	1645	417	0	0	
27	0	0	2	0	
55	13	41	0	3	
9	1	19	14	8	
31	11	0	0	100	
0	10	0	1079	0	
24	149	0	0	670	
0	1	7	

0	0	145	0	0	
2	1	0	1	213	
0	1	0	1	0	
59	0	0	11	10	
0	27	0	1	0	
2	0	0	2	3	
5	1	2	0	0	
7	1	4	3	0	
0	2	0	0	0	
2	0	1	107	0	
1	1	0	0	3	
4	0	38	

0	0	31	1	0	
2	4	0	0	18	
0	0	0	5	0	
0	4	0	1	85	
0	94	3	6	0	
17	0	0	4	0	
3	0	5	0	0	
8	9	9	1	4	
0	0	0	0	40	
0	0	0	15	0	
0	10	0	0	69	
1	0	0	

0	17	3737	47	10	
767	1156	0	47	673	
1	0	0	175	4	
237	500	0	356	2987	
0	27231	48	518	25	
1219	109	45	234	3	
64	32	305	0	35	
51	10	245	225	386	
8	9	0	0	0	
0	0	0	1232	14	
16	8529	0	0	3029	
22	0	130	

0	2	996	21	5	
26	181	0	8	377	
2	9	0	31	0	
70	125	0	82	1941	
0	2548	43	139	10	
500	28	9	44	0	
270	59	117	0	95	
274	50	151	87	206	
3	3	0	0	19	
0	0	0	792	5	
4	499	0	0	370	
5	0	24	

0	0	20	9	0	
0	0	0	1	33	
0	0	0	0	0	
10	0	0	8	6	
0	4	0	0	0	
0	0	0	0	1	
201	0	0	0	0	
0	0	1	0	0	
0	0	0	0	0	
0	0	0	1834	1	
6	1	0	0	19	
0	0	1	

0	2	139	5	2	
19	20	0	2	48	
0	0	0	7	0	
18	14	0	8	155	
0	480	2	21	9	
56	2	1	4	1	
35	12	18	0	14	
81	4	29	18	19	
3	1	0	0	24	
0	0	0	195	1	
0	15	0	0	157	
1	0	24	

0	664	6922	855	71	
736	1739	1	2092	5311	
19	72	0	2440	13	
874	1891	13	1072	10898	
2	33956	1127	1202	97	
5080	347	62	408	6	
6624	511	1034	9	720	
3354	448	1396	954	1891	
53	612	574	439	10598	
9999	111	1623	30285	114	
184	4733	3	0	29369	
810	0	161	

0	0	13	15	0	
0	0	0	0	29	
0	0	0	1	0	
0	0	0	1	0	
0	4	0	0	0	
0	0	0	0	0	
4	0	0	0	0	
0	0	0	0	0	
0	0	0	0	2	
1	0	0	432	2	
1	2	0	0	17	
0	0	0	

0	5	69	1	7	
8	10	0	13	32	
0	0	0	8	0	
10	37	3	2	72	
0	378	53	8	1	
24	2	0	3	1	
65	4	7	0	2	
43	0	3	4	52	
2	10	1	3	19	
15	0	12	221	0	
5	20	0	0	521	
5	0	3	

0	264	282	113	0	
54	133	0	2147	1182	
0	1	0	1112	0	
61	40	2	75	166	
0	15853	109	9	0	
37	0	3	5	0	
315	2	24	0	23	
4	1	19	52	44	
2	349	0	0	2243	
0	4	0	2679	14	
9	3394	3	0	11857	
24	0	17	

0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	6	
0	1	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	1	0	
0	0	0	0	34	
2	0	0	

0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	

0	2834	2800	1655	53	
92	1321	1	6661	10483	
26	97	11	876	5	
1190	1861	52	1189	4342	
1	21530	295	7036	150	
6358	907	169	1410	16	
8092	136	674	0	831	
3611	155	1815	864	2753	
75	353	4	2	1244	
15	4	6	26535	75	
188	2340	3	0	6280	
42	0	211	

0	26	0	0	0	
0	0	0	0	3	
0	0	0	1	0	
0	0	0	0	0	
0	3	0	0	0	
0	0	0	0	0	
0	1	0	0	0	
1	0	0	0	0	
1	0	0	0	0	
0	0	0	3	0	
1	0	0	0	1833	
16	0	0	

0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	1	
0	0	0	

0	11	46	0	1	
3	2	0	18	22	
0	0	0	5	0	
7	0	0	3	43	
0	307	2	1	0	
2	0	0	0	0	
16	0	1	0	0	
0	0	0	4	3	
1	7	0	0	311	
1	83	0	200	0	
4	8	0	0	267	
3	0	9	

